keyword,position_desc
,
java,"1. 大专以上学历
2.工作经验1年以上
3.有仓储行业经验优先
4.熟悉j2ee，oracle，sqlserver
5.适应且接受出差

如果有丰富的仓储行业相关经验者以上条件可以放宽并优先录取。
职能类别：
软件工程师高级软件工程师
关键字：
高级JAVA工程师软件软件开发开发工程师软件工程师研发维护PB
微信分享"
,
java,"岗位职责

1、负责产品开发；

2、负责指导、处理、协调和解决项目中出现的技术问题；

3、根据公司产品的版本管理规范，完成所负责项目的服务器代码的版本归档、版本变更、版本发布工作。

4、负责处理线上版本紧急技术问题，线上版本bug处理；

5、负责服务器系统优化，提高性能。



任职资格

1、软件基础理论知识扎实，具有良好的数据结构、算法功底；

2、精通java,对分布式计算、数据挖掘有深入了解者优先；

3、熟悉Hadoop、Storm、HBase、Hive等框架者优先；

4、具备良好的团队意识及创新思维、自我激励能力，善于与人合作；

5、具有良好的表达与沟通能力以及独立思考并解决问题的能力。
职能类别：
Java开发工程师
关键字：
java开发
微信分享"
,
java,"JAVA开发工程师（广州急聘）

招聘对象：两年以上JAVA开发工程师
工作地点：广州市XXX区
学历要求：本科以上学历，年龄22-30岁；
招聘人数：若干名


岗位职责：
1、负责平台开发任务；
2、按照测试规范开展软件单元测试工作，并修改及完善软件产品；
3、协助编写软件产品相关说明文档；
4、及时解决或报告出现的业务和技术问题；
5、完成上级交办的各项工作；

应聘资格要求：
1、计算机相关专业本科以上学历，2年以上Java平台开发经验；
2、熟悉主流Java SSM、SpringBoot、SpringCloud等开发框架；
3、熟悉数据库（MySQL）、缓存中间件（Redis）、消息队列中间件（RocketMQ/Kafka）应用；
4、熟悉Git、Jenkins等持续集成工具应用；
5、熟悉软件开发整体流程、具备一定文档编写和问题分析排查能力。
6、工作积极主动、认真负责，具有较好的团队意识和协作性。
7、身体健康，能承受一定工作压力。

天讯瑞达通信技术有限公司属国有控股企业，成立于1993年，注册资金壹亿元，隶属于中国通信服务股份有限公司（HK552），公司总部位于广东省广州市，并在东莞设有分公司。

本职位所属团队：
视频业务部是天讯瑞达公司本部两大核心产品部门之一，拥有自主研发的“e安讯视频监控平台”及基于公安、教育、水利、民政等多个行业应用的自主软件产品。近年在产品研发及行业应用方面硕果累累：拥有公安部GB35114-2017高级产品认证的“天讯瑞达e安讯城市联网视频监控平台”；基于水利行业应用的“水利三防大数据决策指挥平台”，基于教育行业的“广东省高考网上巡考系统”等。视频业务部在基于天讯瑞达公司企业平台的基础上，拥有部门级产品研发室及多个深植行业的项目部，在项目方面主要承接公安、水利、教育、民政等项目为主。
职能类别：
Java开发工程师
关键字：
java软件开发
微信分享"
,
java,"1、负责根据业务需求进行系统的开发和调试工作；
2、能深入理解业务并在项目中独当一面，包括需求分析、架构设计和代码实现；
3、通过梳理和抽象，沉淀通用性的平台或服务能力，发现和解决存在的技术问题。
任职资格：
1、计算机相关专业，本科及以上学历；
2、3年及以上JAVA开发经验，JAVA基础扎实、理解io、多线程、集合等基础框架，熟悉JVM原理，熟悉使用SpringCloud、SpringBoot等开源框架；
3、熟悉Linux操作系统，熟练使用Mysql、Oracle等数据库系统，对sql优化有丰富经验；
4、熟悉缓存、消息队列等相关技术，如Redis、Mongodb、Kafka等技术及原理；
5、有分布式、高并发、高可用、大数据处理、异地多活等系统开发和调优经验者优先；
6、具备较强的问题诊断与分析能力，良好的沟通协调能力和团队协作能力。
职能类别：
Java开发工程师
微信分享"
,
java,"1.软件开发的技术负责人，负责软件产品的技术实现
2.协助项目经理，参与需求分析，负责系统设计并带领团队完成系统开发
3.完成项目技术攻关，以及新技术研究


岗位要求：
1.计算机相关专业大专以上学历。
2.精通JAVA语言和J2EE相关技术，3年以上J2EE编程经验。精通SSH或SpringMVC框架，熟悉Ehcache或MemCache缓存系统。
3.熟练使用tomcat或其他web应用服务器，会使用httpd或nginx。
4.熟悉主流数据库产品，熟悉OO设计理论，熟悉设计模式。
5.思路清晰，沟通表达能力良好，具有强烈的进取心、责任心、良好的团队合作精神。
6.担任过中大型政府级项目系统的技术负责人，能够带领团队独立完成系统需求分析、系统设计。
职能类别：
软件工程师
关键字：
java技术周末双休五险一金年终双薪出差补贴
微信分享"
,
java,"1）专科学历，可接受应届毕业生；
2）有无经验皆可，但必须对java软件开发有兴趣，喜欢软件编程工作；
3）学习能力强，工作热情高，富有责任感，在高级工程师的指导下完成工作内容；
4）本岗位欢迎优秀应届毕业生前来应聘。
福利待遇：
1）公司可提供食宿补贴，双休；
2）五险一金，年终奖，十三薪，年度体检等；
3）晋升几率大，只要努力就会有机会；
4）良好的工作氛围，舒适的工作环境，定期团建等；
职能类别：
Java开发工程师
关键字：
java
微信分享"
,
java,"岗位职责:
1、负责系统及相关产品需求分析及架构设计；
2、对产品的整体系统架构负责，对产品的系统安全性设计负责，开发及相关设计文档编写；
3、负责相关需求的技术分析，负责制订相关的技术解决方案；
4、参与制定设计及实现规范，指导设计、实现及部署工作；
5、落实实施各项目研发计划；
6、协调各方面资源以推进项目进度，督促研发及开发人员按计划完成研发任务；
7、负责对软件开发团队的技术指导。
 任职资格:
1、5年以上软件开发技术经验，2年以上的独立承担软件项目系统分析和架构设计经验，有成大型系统软件架构设计经验；
2、掌握软件工程理论，精通至少一种软件工程方法，有较强的系统分析能力；
3、具有良好的项目管理知识，2年以上项目管理经验；
4、良好的计划、沟通、组织协调能力、语言表达能力；
5、熟悉Spring、Struts、Hibernate、Web Service等常用技术，熟练掌握SVN，maven等项目工具的配置和使用;
6、熟悉Oracle、SQL Server等常规数据库

优先条件：
1、具有公共安全应急项目开发经验者优先。
2、具有遵循CMMI 3规范进行项目开发经验者优先。
3、良好的组织能力、沟通能力者优先。

工作地址：
武汉市东湖开发区武大科技园武大航域C2
职能类别：
高级软件工程师软件工程师
关键字：
java
微信分享"
,
java,"1.负责平台服务端的的总体需求分析、技术选型、架构设计及核心模块开发；
2.参与业务系统缓存、消息、日志，监控及分布式架构方案优化与新技术引入、保障系统稳定、可靠运行。
3.参与制定代码规范、流程规范，提高团队的协作能力；
4.解决系统关键技术问题，负责系统核心架构设计，包括数据模型，核心业务流程，各领域基础服务等的设计；
任职要求：
1.本科及以上学历，计算机相关专业，5年以上服务端架构设计和开发经验，具备高并发业务架构设计和大数据的架构设计经验；
2.JAVA基础扎实，理解io、多线程、集合等基础框架，熟悉JVM原理；
3.对于使用过的开源框架，能了解其原理和机制，对Spring,mybatis等开源框架熟悉，对框架本身有过开发或重构者可优先考虑；
4.有大型数据库如oracle使用经验，对sql性能排查，优化有经验；
5.熟悉dubbo、spring boot、spring cloud、缓存(redis)、消息等机制(RocketMQ,Kafka)。
职能类别：
Java开发工程师
关键字：
java
微信分享"
,
java,"岗位职责：
1. 独立完成项目的系统分析和架构设计，并主导完成详细设计和编码的任务，确保项目的进度和质量； 
2. 能够有效地对新人或普通开发工程师进行辅导，帮助其快速成长； 
3. 维护和升级现有软件产品和系统，快速定位并修复现有软件缺陷。 
岗位要求： 
1. 三年以上开发及设计经验，优秀的编程能力及良好的开发习惯，具备独立沟通需求，设计，架构，开发的能力； 
2.具有扎实的JAVA基础，掌握JVM、并发编程、网络编程等基础知识；熟悉单元测试、数据库等基础技术；
3. 熟练掌握mysql数据库，具备一定算法或数据分析经验者优先； 
4. 具有良好的商业敏感度和优秀的数据分析技能，能够开发创新而实际的分析方法以解决复杂的商业问题； 
5. 具有良好的沟通、团队协作、计划和创新的能力； 
6. 良好的语言沟通与表达能力、较强的自我驱动能力；
7.具备大型项目核心开发、设计经验者优先，熟悉分布式系统设计、SOA、消息队列、缓存等技术者优先。
职能类别：
Java开发工程师
关键字：
java软件开发开发
微信分享"
,
java,"岗位职责：

1．负责华测商城的项目建设，包括需求分析与设计、前后台开发、平台维护、运营支持等工作；
2．分析现有商城系统，优化系统算法，提高系统性能；
3．负责商城技术规划、架构设计，以及后端程序的开发和升级维护；
4．负责商城技术研发团队的日常管理。
任职要求：
1．本科学历，计算机相关专业，五年以上从事B/S架构软件开发经验，三年以上商城开发、管理维护经验；
2．精通JAVA，理解IO、多线程等基础框架，了解JVM原理，对技术领域的开源产品有深入的理解；
3．熟练掌握多种开源框架，对Spring，Spring MVC，SpringBoot，iBatis，dubbo等有深入了解；
4．熟悉Linux系统，熟悉Mysql，并有Mysql调优经验；
5．具有良好的编程风格，有多层结构的开发经验；
6．具备搜索引擎及大型电商核心系统开发、设计工作经验者优先；
7．诚实、正直、客观，善于沟通，具有敬业精神，有团队意识、学习能力强；
职能类别：
软件工程师
微信分享"
,
java,"1、 参与产品线的研发规划和产品设计；
2、 负责产品的各模块开发编码及调试；
3、 负责模块的文档、测试及研发全流程规范工作；
4、 参与网络安全及大数据领域的新技术预研及演进。
任职要求：
1、 统招二本及以上学历，1-3年以上Java开发经验；
2、 熟悉 Spring/SpringBoot、Springmvc、Mybatis 等主流开源框架，并具有相关开发经验；
3、 熟悉前后端分离技术，熟悉VueJs 前端框架者优先，熟悉 Bootstrap、 Element UI 等前端UI者优先；
4、精通SQL语法, 熟练MySQL、Oracle等关系型数据库, 并具有SQL优化能力；
5、 熟悉 Redis、MangoDB、Elasticsearch 者优先；具有消息中间件使用经验，有 RabbitMQ、ZeriMQ 使用经验者优先；
6、具有良好的单元测试、自动化测试惯，熟悉 JMeter、JUnit 者优先；
7、强烈的责任心与团队精神，有系统需求分析和设计能力，较强的抗压能力和良好的沟通、协调、组织能力
职能类别：
Java开发工程师
关键字：
java软件开发
微信分享"
,
java,"该职位特点：
1、周末双休；
2、本职位作为广州办事处招聘，工作地点在广州黄埔区纳金科技园，不用出差；
3、相比同行，待遇优厚；
4、Local所在地：广州（在广州缴纳五险一金）；
5、办理入职地点：武汉、温州、杭州、广州均可。

岗位职责：
1、核心系统参数平台需求分析、设计、开发；参数设置支持和系统维护；
2、核心系统综合查询平台需求分析、设计、开发和性能调优；

任职条件：
1、学历：本科；
2、工作经历要求：具有微服务和高并发交易系统项目开发经验；
3、专业技能要求：
（1）熟练掌握微服务架构；
（2）熟练使用各种软件平台（如WebSphere等）；
（3）熟练使用mysql、oracle等数据库。
职能类别：
软件工程师
关键字：
软件开发
微信分享"
,
java,"岗位职责：

1. 编写核心代码,负责关键业务模块开发; 
2. 根据开发进度和任务分配,按时完成相应模块软件的开发; 
3. 帮助和指导新入员工或经验较少的员工完成开发任务; 
4. 遵循工作规范,编写相关技术文档; 
5. 完成领导交办的其他相关工作; 

   岗位要求

1. 3-5年左右java开发工作经验；
2. 熟悉SSH开发框架，对主流Java框架底层有深刻理解，掌握并能灵活运用设计模式，能独立设计技术框架平台及提供技术方案；
3. 熟练应用Weblogic、Tomcat、JBoss等开源应用服务器；
4.熟练应用linux等操作系统；
5. 熟悉关系型数据库，如Mysql、Oracle、SQLServer等，会编写存储过程，有数据性能调优经验；
6. 熟练掌握JavaScript，熟悉Vue、Bookstrap、JQuery等JS框架，对JS编程有良好的开发及调试经验；
7. 具有良好的敬业精神和协作精神，工作踏实、责任心强，具有良好的沟通能力及团队合作精神；
8. 熟悉UML建模，具备较强的文档编写能力，可以输出技术框架的设计及总结文档。
9.有银行系统开发经验优先；

职能类别：
Java开发工程师
关键字：
java软件开发软件工程师开发软件工程师开发工程师java开发
微信分享"
,
java,"1、编写负责模块的代码；
2、编写负责模块的相关设计、维护文档；
3、改进现有模块功能，提高系统的健壮性，稳定性以及性能。

任职资格：
1、计算机相关专业本科及以上学历
2. 2年以上Java开发经验熟悉软件研发流程，深刻理解面向对象，熟悉各种常用设计模式，熟悉Spring、SpringBoot、Mybatis、Flowable、Shiro 等框架
3. 熟悉软件工程方法论，掌握软件设计工具.
4、熟悉mysql数据库的应用开发与管理
5、熟悉extjs前台技术者优先
6、责任心强，具有良好的团队合作精神。
职能类别：
软件工程师
关键字：
ExtjsjqueryERPWEB数据库
微信分享"
,
java,"1.参与公司重点项目业务需求的分析整理和软件设计和落地；
2.按照项目计划，按时提交高质量代码，完成开发任务；
3.分析线上系统的优化点，解决各种疑难问题和瓶颈问题，优化平台/产品系统架构；
4.主导技术难题攻关、重构系统，保证高性能处理和系统的稳定性；
5.负责培训和辅导初级开发工程师；
岗位要求：
1.3年以上java开发经验，统招本科以上学历；
2.Java 基础扎实，可应用JVM调优能力，性能调优；
3.熟练使用 SpringBoot/MySQL/ES/MQ/Redis 等常用框架和中间件；
4.能够独立完成核心及重要模块的设计/编码以及相关文档，能够独立解决难点问题；
5.技术视野广泛，了解主流技术的优劣势及发展趋势；
6.具有极强的快速学习能力，有“代码洁癖”，有良好编码习惯

职能类别：
高级软件工程师
关键字：
java软件开发
微信分享"
,
java,"职位描述： 
1. 深入发掘和分析业务需求，撰写技术方案和系统设计； 
2. 参与技术方案和系统设计评审；把握复杂系统的设计，确保系统的架构质量； 
3. 系统核心部分代码编写；疑难问题的解决； 
4. 对现存或未来系统进行宏观的思考，规划形成统一的框架、平台或组件；

职位要求： 
1. JAVA基础扎实，理解io、多线程、集合等基础框架，对JVM原理有一定的了解； 
2. 3年以上使用JAVA开发的经验，对用过的开源框架，能了解到它的原理和机制；对 Spring、mybatis 等开源框架熟悉； 
3. 熟悉常用的开源J2EE框架，如Spring boot、sprinb cloud、MyBatis、SpringMVC等；有大型JAVA类项目经验者优先 
3. 熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息、搜索等机制；能对分布式常用技术进行合理应用，解决问题； 
4. 熟练使用或精通Oracle、mongoDB、SQL Server、MySQL、Postgresql等至少一种数据库技术
5. 掌握Linux 操作系统；
6. 有较强的分析设计能力和方案整合能力； 
7. 良好的沟通技能，团队合作能力，勤奋好学； 
8. 拥有良好的软件架构思维与意识； 
9. 拥有优秀的团队意识，良好的沟通能力；
10. 熟悉 Hadoop、Spark、等大数据处理框架和平台以及有推荐系统设计经验的优先；
11. 对持续集成和持续交付 （ CI/CD ) 有深入理解，熟悉 Kubernetes、Docker 技术，有生产级容器系统管理经验。

职能类别：
Java开发工程师
关键字：
软件开发java软件工程师开发工程师开发工程师java开发
微信分享"
,
java,"岗位资格(教育程度/技能/经验等)
1.全日制统招大专及以上学历，计算机或软件相关专业；
2.至少3年以上java开发经验，具有良好的程序设计、分析能力；
3.精通B/S架构开发流程，有网站开发、设计经验，熟悉MySQL/Oracle数据库的使用；
4.精通各种主流Java开源框架和组件，熟练使用SpringBoot开发框架；
5.熟悉Vue、Element前端开发框架，具备至少一个前端开发项目经验；
6.掌握面向对象设计编程思想，精通2-3种以上的开发模式, 熟悉UNIX/Linux系统命令和部署
7.具有良好的计划能力、沟通能力、团队合作精神；
8.能积极配合项目负责人按时、按质完成项目开发任务；
9.具有很强的责任心和敬业精神，注重团队协作；
10.接受出差，具备良好的心理素质，能承受较大的工作压力。
职能类别：
高级软件工程师
关键字：
java软件开发开发软件java开发
微信分享"
,
java,"岗位职责：

1.参与公司产品模块的系统开发；
2. 依据详细设计文档能够独立开发相关业务子模块；
3. 负责部门产品在前端展示功能的开发；
4. 维护和升级现有软件产品和系统，出现问题时，可以快速定位并修复相关缺陷；
5. 完成上级领导安排的其他任务。

岗位要求：

1. 对工作认真负责,有较强的团队合作意识；
2.2年Java软件开发工作经验；
3. 熟练掌握Java语言及J2EE规范，熟练掌握spring cloud 和 vuejs；
4. 熟练使用Apache、Tomcat、Jboss等中间件，熟悉分布式、缓存、消息机制，能独立搭建部署应用环境；
5. 熟练掌握sql，能够使用Mysql或oracle进行系统开发；
6. 有为大型国有企业或者政府企业做过系统的经验优先。
职能类别：
Java开发工程师
微信分享"
,
java,"任职要求：
1、 2年以上相关java研发工作经验
2、具备扎实的java基础，对JVM原理有扎实的理解；对Spring、springboot、 struts、 Mybatis开源框架熟悉开发，并能了解它的原理和机制
3、熟悉基于mysql的设计和开发（包括 存储过程和定时触发），对mysql性能优化有丰富的经验。
4、熟悉Oracle数据库，并且有开发经验。
5、熟悉activiti等工作流引擎
6、熟悉activiti框架和java spring boot 2.X整合。
7、可以根据word文档自主分析，独立设计完成功能。
8、工作责任心强,具有良好的团队合作能力。
9、抗压力强和有带项目经验优先。
职能类别：
Java开发工程师
微信分享"
,
java,"岗位职责：
1、负责相关产品需求讨论、完成技术方案设计及系统开发 ；
2、负责核心Java后台核心系统架构设计，代码规范，代码审查、BUG修复；
3、协助技术主管、产品经理进行技术评测；
任职要求：
1、计算机相关专业，全日制大专及以上学历，1年及以上java开发工作经验；
2、Java基础扎实，精通核心类库的使用，熟悉JVM原理，包括内存模型、类加载机制以及相关性能优化；
3、熟悉主流开源框架，如: Spring、Mybatis、Kafka、SpringBoot、Activiti、RabitMQ等；
4、熟悉使用微服务框架Dubbo、SpringCloud；
5、熟练使用mysql/oracle数据库，有良好的数据库设计能力、SQL编写能力和性能调优能力；
6、熟悉使用Redis、mongoDB；
7、有微信公众号及小程序开发经验优先；
8、工作积极，吃苦耐劳，具备较强的团队协作能力、沟通能力。



职能类别：
Java开发工程师
关键字：
java软件开发软件工程师开发软件java开发
微信分享"
,
java,"岗位要求：
1.掌握java B/S架构系统设计和开发，熟练掌握MVC架构体系
2.熟练掌握oracle、mysql、redis等数据库开发技术
3.能够熟练使用Spring、SrpingMVC、SpringBoot、Mybatis、kafka等开源框架
4.解并能熟练使用基于SpringCloud进行分布式微服务架构快速开发
5.理解并能熟练使用vue、node.js等前端框架优先
6.态度端正、学习能力强、服从团队管理
7.熟悉智慧房产、数字认证相关业务优先
职位职责描述：
1.协助技术经理完成相关系统设计工作。
2.独立完成技术经理分配的相关研发工作。
3.参与项目技术疑难问题的研究工作。
福利：五险一金全额购买、年终福利、高额餐补、定期体检
职能类别：
Java开发工程师
关键字：
java
微信分享"
,
java,"Java高级开发工程师
1、负责项目架构设计及核心业务逻辑编写、对项目进度和交付质量进行把控。
2、编写相关技术文档；

职位要求：
1、5年及以上Java服务端开发工作经验 
2、熟悉JVM原理，熟练使用JVM相关工具。熟练操作Linux
3、精通常用框架并理解其内部实现原理，包括但不限于Spring、Spring Boot、Sprint Cloud、MyBatis。
4、熟练使用UML工具。
5、熟练使用MySQL数据库。
6、精通常见中间件，如Redis、RabbitMQ、Kafka等。
7、熟练操作docker。
8、具有较强的责任心和自驱能力。能在压力下完成工作任务。
9、具有较好的沟通能力和团队协作能力。
10、有一定组织管理能力。
职能类别：
Java开发工程师
微信分享"
,
java,"岗位职责：
1、大型web应用系统的设计和开发；
2、提供高质量的代码及完整的结构化文档，优化算法，提供快速稳定的服务；
3、主导业务、技术改造类项目的系统分析、设计工作，承担核心功能、公共核心模块的代码编写，确保项目进度和质量；
4、参与系统架构设计、接口规范制定、技术文档编写等；
岗位要求：
1、本科以上学历，计算机相关专业，5年以上Java开发经验，优秀者可放宽学历、工作经验要求；
2、精通Java语言，扎实的数据结构和算法基础，掌握多线程编程、网络编程，理解Java虚拟机；熟练使用OOP编码风格，合理使用常用设计模式；
3、熟悉Spring boot、Spring Cloud、Mybatis、docker、Redis等技术； 具备实际Spring Cloud 项目开发工作经验；
4、熟悉MySQL、熟练编写sql、能根据要求做性能优化，熟悉linux常用命令git和svn操作，理解基本的安全防范措施；
6、具有Elasticsearch、Hadoop等开发经验优先；
7、具有设计并实现高并发、高可用的大型Java应用的能力，熟练应用成熟的分布式缓存、分布式存储技术方案者；
8、熟悉微服务架构，有平台化实施经验者，有大数据量、高并发系统和大型网站构建经验者优先；
9、热爱软件开发，很强的学习能力，喜欢钻研技术；熟悉软件工程，具有良好的代码编写规范和书写文档的习惯；
10、思路清晰，善于思考，能独立分析和解决问题；责任心强，具备良好的团队合作精神和承受压力的能力；
11、主导团队开发人员code review工作，并能提供性能优化、安全性建议者优先。
备注：此岗位为成都数琏科技有限公司招聘

职能类别：
Java开发工程师
微信分享"
,
java,"岗位职责：
1、 熟悉公司各生产业务线，了解公司业务流程、相关系统架构；
2、 负责业务平台后台功能研发及维护等各项工作；
3、 能按时、独立、高质量地完成工作，对自己的代码要求严格；
4、 参与系统设计讨论，负责编写概要设计文档、详细设计文档等相关技术文档。

岗位要求：
1、 正规院校本科及以上学历，软件、计算机、通信、信息安全、网络工程、财税等相关专业；；
2、 熟悉Spring、MyBatis等框架体系，并有实际开发经验和设计理念，有独到见解者更佳；
3、 熟悉了解Memcache、Redis等缓存的特性，熟悉RabbitMQ等异步处理机制，具有相关实际项目经验者更佳；
4、 熟悉接口技术，有RESTful API开发经验者更佳；
5、 熟悉MySQL数据库，有RPA或Selenium开发经验者优先；
6、 具有良好的技术文档写作习惯，具有规范化、标准化的代码编写习惯；
7、 在关注的领域有深入的研究，并不断创新；
8、 较强的表达和沟通能力，高度敬业精神，团队意识强。
职能类别：
高级软件工程师软件工程师
关键字：
Java中级软件开发
微信分享"
,
java,"【岗位职责】：
1. 根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务；
2. 调整、部署系统平台的搭建，调优等；
3. 关键代码编写，提供合理代码建议；
4. 参与技术人员的考核评审及代码评审；
5. 能独立完成应用的开发任务，并优化系统程序。

【任职要求】：
1. 全日制计算机专业专科以上学历；3年以上工作经验；
2. 积极主动，善于沟通；工作细致认真，有良好的编程风格和较强的质量意识；
3. Java编程基础知识扎实, 有高并发应用开发经验, 熟悉netty网络编程，对Java多线程，NIO技术有较深的了解；
4. 熟练掌握 Kafka, Redis 等消息组件的应用；
5. 有GPS导航应用行业经验或大数据开发经验者优先；
职能类别：
Java开发工程师软件工程师
微信分享"
,
java,"1、带领技术攻关组，完成公司发展所需关键技术研发任务，形成通用平台； 
2、负责软件项目的技术架构设计，指导实施项目研发； 
3、负责系统核心模块的编程工作，牵头攻关项目研发中出现的技术难题； 
4、指导研发人员工作，考核其工作质量； 
5、对开源项目、热点技术保持良好敏捷度，促进成熟技术在部门内应用实施

岗位要求：
1、3年以上实际JAVA项目开发实施工作经验，计算机软件及相关专业本科学历以上； 
2、具备良好的团队合作精神和沟通交流能力； 
3、具备OA开发经验者优先；
4、具备工作流引擎、表单设计器、通用UI框架开发经验者优先
5、具备信息安全或电子政务平台经验者优先； 
6、具有大并发、大数据量环境下开发经验者优先。
7、具有丰富J2EE架构设计经验；精通java编程、设计模式和组件技术，熟悉jvm工作原理； 
8、熟练使用uml、xml相关的开发工具和处理程序，熟悉Spring MVC、Spring、Mybatis等常用开源系统；
9、熟悉tomcat、nginx等服务器的配置及调优；
10、熟悉mysql等常用数据库，有丰富的数据库设计经验，精通sql语言，对SQL性能调优有一定经验，了解memcache,redis等内存数据库；
职能类别：
高级软件工程师
关键字：
J2EE电子政务java软件开发java开发OA开发
微信分享"
,
java,"1.理解能力好，对业务需求有一定的自己理解能力。
2.基础知识扎实，知识面丰富，熟悉各种设计模式，编码风格良好，有带领团队经验
3.熟悉整个软件过程，能够沟通需求、控制项目进度，有良好的文档能力
4.灵活运用python,c++,nodejs,Java等语言中两种以上
5.要求3年以上java开发经验,1年以上架构设计经验
6.熟练掌握Spring/Mybatis或其他主流JAVA框架
7.熟悉MySQL数据库,熟悉sql优化性能，对事物、锁有一定理解
8.精通HTML、css、JavaScript、jq、VUE框架等前沿的互联网前端开发技术
9.熟悉redis,nginx等中间间
10.熟悉NoSQL、MQ、Cache、TCP/IP原理，能够设计复杂业务、高并发、大数据量的系统
职能类别：
Java开发工程师
关键字：
java
微信分享"
,
java,"熟练掌握JAVA 开发语言
熟练至少一种以上数据库（ 如MYSQL,SQL Server，Oracle等）的开发使用，熟练掌握基础SQL语句及存储过程编写。有多线程、网络方面开发经验。
熟悉FineReport报表开发工具，熟悉至少一种MVC开发框架及1年相关开发经验
基础前端开发经验，熟悉基本javascript语法以及jquery框架使用
有良好的沟通能力和团队合作精神。
有信息化系统开发与技术支持者优先。
有长期驻现场开发经验者优先考虑。
公司长期致力于为客户做定制化信息化系统
职能类别：
软件工程师
关键字：
Java软件开发
微信分享"
,
java,"1、计算机及相关专业，专科及以上；
2、3年以上JAVA开发经验；
3、熟悉SpringCound/Spring Boot、SpringMVC等开发框架，并有项目实际开发经验；
4、熟悉至少1种常用关系型数据库MySQL和一种非关系型数据库 Mongodb、redis；
5、熟悉HTTP协议，了解接口传输相关技术实现原理；
6、熟悉Tomcat、Weblogic、Apache等至少1种主流应用服务器；
7、做事严谨踏实，责任心强，条理清楚，责任心强、吃苦耐劳，具有较强的学习、沟通和表达能力；
职能类别：
Java开发工程师
关键字：
java软件开发
微信分享"
,
java,"1、办公设备软硬件产品的维修，公司软件、打印机故障处理；
2、机柜网点巡检及故障处理，机柜网点网络环境的巡检,后台查看柜子在线情况、掉线时处理；
3、网络交换机、外围硬件接口（USB，串口RS232，网络,RS485）调试和测试；
4、机柜出厂前和现场投放时，硬件和软件的调试和测试；
5、根据市场需求提供售前、售后支持；
任职要求
1、参与项目系统设计，完成软件项目的JAVA程序开发工作；
2、负责产品需求分析、设计和文档编写；
3、根据产品需求和设计进行软件开发；
4、办公设备软硬件产品的维修，厨房用户端软件、打印机故障处理；
5、机柜网点巡检及故障处理，机柜网点网络环境的巡检,后台查看柜子在线情况、掉线时处理；
6、网络交换机、外围硬件接口（USB，串口RS232，网络,RS485）调试和测试；
7、机柜出厂前和现场投放时，硬件和软件的调试和测试；
8、根据市场需求提供售前、售后支持；
9、完成直接上级交办的其他工作任务。
职能类别：
软件工程师
关键字：
软件开发软件运维工程师
微信分享"
,
java,"一 职责：
1负责游戏运营平台后台系统开发，单独负责系统或模块的设计与开发；
2 解决系统中出现的问题，并能对系统做出优化和改进

二 岗位要求：
1、本科以上学历，计算机或相关专业，两年开发经验以上；
2、Java基础扎实，熟悉springMVC框架、springBoot框架， 对JVM原理有一定的了解，能快速定位系统问题并解决。
3、熟悉Mysql数据库，能进行常规项目的数据库设计，有mysql调优经验。
4 熟悉redis，MQ，有相关产品的使用经验。
5、熟练使用Linux系统，能进行常规的linux环境部署和日志排查。
6、具有高并发，高可用Web系统经验者优先。
7 有较强的学习能力和强烈的自我驱动力，乐于学习新事物。
8 良好的沟通理解能力，有团队合作精神， 服从上级安排，具有良好的服务意识。
职能类别：
软件工程师
关键字：
springMVCMysqlLinuxreact
微信分享"
,
java,"1、与产品经理、项目经理配合进行产品的需求分析与设计，完成教育培训与考核平台的功能开发与上线；
2、配合测试人员，完成功能的测试、BUG修改，完善系统功能；
3、负责教育培训考核平台的技术支持，解决使用过程中遇到的问题；
4、负责项目技术文档的输出，包括：设计文档、安装配置手册、技术说明书等。
任职要求：
1、核心素质:
（1）强烈的责任意识、乐观积极、吃苦耐劳、良好的团队合作精神；
（2）***大学本科及以上学历，计算机或相关专业。
2、所需技能:
（1）精通Java应用架构设计与开发，熟练掌握多线程与并发编程，熟悉常见的设计模式；
（2）对各种开源的框架如SpringBoot、Mybatis、Activiti等有深入的了解；
（3）熟练掌握IDEA、Eclipse中的一种，熟悉IDEA、maven、svn、git、nginx、ftp、shell等工具；
（4）熟练掌握MySQL数据库设计及性能调优，熟悉Redis、RabbitMQ、MongoDB等；
（5）具备大型分布式系统架构设计和项目管理经验者优先。
3、项目经验:
（1）有5年以上大型系统开发或架构经验；
（2）有现场与客户沟通、调试系统经验者优先。
备注：办公地点前期在建邺区大唐科技大厦，后期迁至秦淮区淮海路50号扬子大厦6楼。
职能类别：
Java开发工程师
微信分享"
,
